county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,ny_listing_status,federal_listing_status
Delaware,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,Special Concern,not listed
Delaware,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,Special Concern,not listed
Delaware,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus delawarensis,Ring-billed Gull,Protected Bird,not listed
Delaware,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,Protected Bird,not listed
Delaware,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,Protected Bird,not listed
Delaware,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,Protected Bird,not listed
Delaware,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,Threatened,not listed
Delaware,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,Protected Bird,not listed
Delaware,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,Protected Bird,not listed
Delaware,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,Protected Bird,not listed
Delaware,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,Protected Bird,not listed
Delaware,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,Protected Bird,not listed
Delaware,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill,Protected Bird,not listed
Delaware,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,Protected Bird,not listed
Delaware,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,Protected Bird,not listed
Delaware,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak,Protected Bird,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,Protected Bird,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,Protected Bird,not listed
Delaware,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,Protected Bird,not listed
Delaware,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,Protected Bird,not listed
Delaware,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,Protected Bird,not listed
Delaware,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,Protected Bird - Game with open season,not listed
Delaware,Animal,Birds,Creepers,Certhia americana,Brown Creeper,Protected Bird,not listed
Delaware,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,Protected Bird,not listed
Delaware,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,Protected Bird,not listed
Delaware,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,Protected Bird,not listed
Delaware,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,Protected Bird,not listed
Delaware,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,Protected Bird,not listed
Delaware,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,Protected Bird,not listed
Delaware,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,Protected Bird,not listed
Delaware,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,Protected Bird,not listed
Delaware,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,Protected Bird,not listed
Delaware,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,Protected Bird,not listed
Delaware,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,Protected Bird,not listed
Delaware,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,Protected Bird,not listed
Delaware,Animal,Butterflies and Moths,Butterflies and Skippers,Pieris virginiensis,West Virginia White,not listed,not listed
Delaware,Animal,Butterflies and Moths,Moths,Cerma cora,Bird Dropping Moth,not listed,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia michaeli,Broad-tailed Shadowdragon,not listed,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus vastus,Cobra Clubtail,not listed,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus anomalus,Extra-striped Snaketail,Special Concern,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner,not listed,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus septima delawarensis,Delaware River Clubtail,Special Concern,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus abbreviatus,Spine-crowned Clubtail,not listed,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Lanthus vernalis,Southern Pygmy Clubtail,not listed,not listed
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner,not listed,not listed
Delaware,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,not listed,not listed
Delaware,Animal,Fish,"Minnows, Shiners, Suckers",Notropis procne,Swallowtail Shiner,not listed,not listed
Delaware,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub,not listed,not listed
Delaware,Animal,Fish,"Minnows, Shiners, Suckers",Notropis amoenus,Comely Shiner,not listed,not listed
Delaware,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,Threatened,Threatened
Delaware,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not listed,not listed
Delaware,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not listed,not listed
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Margaritifera margaritifera,Eastern Pearlshell,not listed,not listed
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,Threatened,not listed
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Anodonta implicata,Alewife Floater,not listed,not listed
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta heterodon,Dwarf Wedgemussel,Endangered,Endangered
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater,Threatened,not listed
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,not listed,not listed
Delaware,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,Special Concern,not listed
Delaware,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,Game with no open season,not listed
Delaware,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,Game with no open season,not listed
Delaware,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,Game with open season,not listed
Delaware,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,Game with no open season,not listed
Delaware,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle,Special Concern,not listed
Delaware,Animal,Reptiles,Turtles,Trachemys scripta,Slider,not listed,not listed
Delaware,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,Threatened,not listed
Delaware,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,Game with no open season,not listed
Delaware,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,Game with no open season,not listed
Delaware,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,Game with no open season,not listed
Delaware,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,Game with no open season,not listed
Delaware,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,Game with no open season,not listed
Delaware,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,Game with no open season,not listed
Delaware,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,Game with no open season,not listed
Delaware,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,not applicable,not applicable
Delaware,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Black spruce-tamarack bog,Black Spruce-Tamarack Bog,not applicable,not applicable
Delaware,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,not applicable,not applicable
Delaware,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Bog lake/pond,Bog Lake/Pond,not applicable,not applicable
Delaware,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,not applicable,not applicable
Delaware,Natural Community,Uplands,Open Uplands,Shoreline outcrop,Shoreline Outcrop,not applicable,not applicable
Delaware,Natural Community,Uplands,Forested Uplands,Beech-maple mesic forest,Beech-Maple Mesic Forest,not applicable,not applicable
Delaware,Natural Community,Uplands,Open Uplands,Cobble shore,Cobble Shore,not applicable,not applicable
Delaware,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,Threatened,not listed
Delaware,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,Threatened,not listed
Delaware,Plant,Ferns and Fern Allies,Clubmosses,Diphasiastrum sitchense,Sitka Clubmoss,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Pinguicula vulgaris,Butterwort,Threatened,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,Endangered,not listed
Delaware,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not listed,not listed
Delaware,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,Threatened,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,Threatened,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort,Rare,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,Rare,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,Endangered,not listed
Delaware,Plant,Flowering Plants,Rushes,Juncus ensifolius var. ensifolius,Ensiform Rush,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,Threatened,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not listed,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,Rare,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,Threatened,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not listed,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Aconitum noveboracense,Northern Monkshood,Endangered,Threatened
Delaware,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,Threatened,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Utricularia geminiscapa,Hiddenfruit Bladderwort,Rare,not listed
Delaware,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,Rare,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,Threatened,not listed
Delaware,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,Threatened,not listed
Delaware,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,Endangered,not listed
Delaware,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,Endangered,not listed
Delaware,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,Endangered,not listed
Delaware,Plant,Flowering Plants,Rushes,Juncus subcaudatus,Spreading Rush,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,Endangered,not listed
Delaware,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Cirsium horridulum var. horridulum,Yellow Thistle,not listed,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,Threatened,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Adoxa moschatellina,Musk Root,Endangered,not listed
Delaware,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,Threatened,not listed
Dutchess,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,Game with no open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Acris crepitans,Northern Cricket Frog,Endangered,not listed
Dutchess,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,Game with no open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,Game with no open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Ambystoma opacum,Marbled Salamander,Special Concern,not listed
Dutchess,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,Game with no open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,Game with no open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,Game with open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,Special Concern,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Scaphiopus holbrookii,Eastern Spadefoot,Special Concern,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,Game with open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,Game with open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,Game with open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,Game with no open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,Game with no open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Lithobates kauffeldi,Atlantic Coast Leopard Frog,not listed,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,Game with open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,Game with open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,Game with open season,not listed
Dutchess,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,Game with open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,Game with no open season,not listed
Dutchess,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,Special Concern,not listed
